id,label,facial_expression
Ellen Degeneres_24.jpg,Ellen Degeneres,happy
Natalie Portman_11.jpg,Natalie Portman,neutral
Amitabh Bachchan_26.jpg,Amitabh Bachchan,neutral
Zac Efron_79.jpg,Zac Efron,neutral
Hrithik Roshan_18.jpg,Hrithik Roshan,fear
Jessica Alba_23.jpg,Jessica Alba,neutral
Lisa Kudrow_60.jpg,Lisa Kudrow,happy
Andy Samberg_59.jpg,Andy Samberg,neutral
Vijay Deverakonda_32.jpg,Vijay Deverakonda,sad
Margot Robbie_24.jpg,Margot Robbie,happy
Robert Downey Jr_22.jpg,Robert Downey Jr,sad
Vijay Deverakonda_51.jpg,Vijay Deverakonda,happy
Tom Cruise_45.jpg,Tom Cruise,happy
Vijay Deverakonda_69.jpg,Vijay Deverakonda,happy
Henry Cavill_62.jpg,Henry Cavill,neutral
Marmik_27.jpg,Marmik,happy
Robert Downey Jr_38.jpg,Robert Downey Jr,happy
Dwayne Johnson_12.jpg,Dwayne Johnson,happy
Hrithik Roshan_72.jpg,Hrithik Roshan,angry
Priyanka Chopra_7.jpg,Priyanka Chopra,happy
Priyanka Chopra_93.jpg,Priyanka Chopra,happy
Charlize Theron_76.jpg,Charlize Theron,neutral
Tom Cruise_54.jpg,Tom Cruise,happy
Vijay Deverakonda_104.jpg,Vijay Deverakonda,neutral
Courtney Cox_18.jpg,Courtney Cox,happy
Natalie Portman_91.jpg,Natalie Portman,neutral
Roger Federer_54.jpg,Roger Federer,happy
Alexandra Daddario_75.jpg,Alexandra Daddario,happy
Camila Cabello_71.jpg,Camila Cabello,happy
Virat Kohli_45.jpg,Virat Kohli,neutral
Anushka Sharma_26.jpg,Anushka Sharma,happy
Elizabeth Olsen_34.jpg,Elizabeth Olsen,fear
Jessica Alba_30.jpg,Jessica Alba,happy
Hrithik Roshan_16.jpg,Hrithik Roshan,sad
Billie Eilish_47.jpg,Billie Eilish,fear
Jessica Alba_94.jpg,Jessica Alba,happy
Andy Samberg_51.jpg,Andy Samberg,happy
Marmik_0.jpg,Marmik,angry
Andy Samberg_12.jpg,Andy Samberg,happy
Brad Pitt_9.jpg,Brad Pitt,happy
Courtney Cox_16.jpg,Courtney Cox,happy
Charlize Theron_28.jpg,Charlize Theron,neutral
Brad Pitt_8.jpg,Brad Pitt,neutral
Margot Robbie_2.jpg,Margot Robbie,happy
Alia Bhatt_9.jpg,Alia Bhatt,happy
Vijay Deverakonda_14.jpg,Vijay Deverakonda,neutral
Priyanka Chopra_94.jpg,Priyanka Chopra,happy
Virat Kohli_12.jpg,Virat Kohli,neutral
Alexandra Daddario_4.jpg,Alexandra Daddario,happy
Natalie Portman_4.jpg,Natalie Portman,happy
Amitabh Bachchan_5.jpg,Amitabh Bachchan,happy
Hrithik Roshan_64.jpg,Hrithik Roshan,neutral
Amitabh Bachchan_71.jpg,Amitabh Bachchan,neutral
Robert Downey Jr_65.jpg,Robert Downey Jr,happy
Natalie Portman_36.jpg,Natalie Portman,happy
Anushka Sharma_35.jpg,Anushka Sharma,neutral
Billie Eilish_24.jpg,Billie Eilish,sad
Jessica Alba_77.jpg,Jessica Alba,happy
Robert Downey Jr_43.jpg,Robert Downey Jr,angry
Zac Efron_17.jpg,Zac Efron,neutral
Ellen Degeneres_20.jpg,Ellen Degeneres,happy
Claire Holt_48.jpg,Claire Holt,happy
Zac Efron_83.jpg,Zac Efron,neutral
Dwayne Johnson_22.jpg,Dwayne Johnson,happy
Amitabh Bachchan_60.jpg,Amitabh Bachchan,neutral
Elizabeth Olsen_53.jpg,Elizabeth Olsen,happy
Courtney Cox_40.jpg,Courtney Cox,happy
Elizabeth Olsen_0.jpg,Elizabeth Olsen,happy
Akshay Kumar_25.jpg,Akshay Kumar,happy
Henry Cavill_70.jpg,Henry Cavill,neutral
Claire Holt_3.jpg,Claire Holt,sad
Jessica Alba_63.jpg,Jessica Alba,happy
Dwayne Johnson_20.jpg,Dwayne Johnson,happy
Courtney Cox_34.jpg,Courtney Cox,happy
Henry Cavill_24.jpg,Henry Cavill,neutral
Charlize Theron_8.jpg,Charlize Theron,neutral
Henry Cavill_46.jpg,Henry Cavill,angry
Jessica Alba_34.jpg,Jessica Alba,happy
Kashyap_7.jpg,Kashyap,happy
Elizabeth Olsen_56.jpg,Elizabeth Olsen,neutral
Hugh Jackman_15.jpg,Hugh Jackman,happy
Alia Bhatt_8.jpg,Alia Bhatt,neutral
Courtney Cox_25.jpg,Courtney Cox,happy
Henry Cavill_22.jpg,Henry Cavill,happy
Andy Samberg_16.jpg,Andy Samberg,fear
Marmik_13.jpg,Marmik,neutral
Camila Cabello_27.jpg,Camila Cabello,fear
Jessica Alba_102.jpg,Jessica Alba,neutral
Robert Downey Jr_70.jpg,Robert Downey Jr,happy
Andy Samberg_53.jpg,Andy Samberg,neutral
Natalie Portman_18.jpg,Natalie Portman,happy
Hrithik Roshan_47.jpg,Hrithik Roshan,happy
Zac Efron_78.jpg,Zac Efron,happy
Camila Cabello_38.jpg,Camila Cabello,neutral
Hrithik Roshan_58.jpg,Hrithik Roshan,happy
Dwayne Johnson_19.jpg,Dwayne Johnson,happy
Brad Pitt_67.jpg,Brad Pitt,happy
Elizabeth Olsen_40.jpg,Elizabeth Olsen,neutral
Ellen Degeneres_54.jpg,Ellen Degeneres,happy
Tom Cruise_8.jpg,Tom Cruise,happy
Alia Bhatt_54.jpg,Alia Bhatt,neutral
Alia Bhatt_38.jpg,Alia Bhatt,happy
Zac Efron_81.jpg,Zac Efron,happy
Natalie Portman_80.jpg,Natalie Portman,happy
Lisa Kudrow_61.jpg,Lisa Kudrow,happy
Priyanka Chopra_46.jpg,Priyanka Chopra,neutral
Vijay Deverakonda_109.jpg,Vijay Deverakonda,happy
Alexandra Daddario_8.jpg,Alexandra Daddario,happy
Andy Samberg_5.jpg,Andy Samberg,happy
Margot Robbie_22.jpg,Margot Robbie,happy
Robert Downey Jr_40.jpg,Robert Downey Jr,happy
Tom Cruise_33.jpg,Tom Cruise,happy
Andy Samberg_2.jpg,Andy Samberg,neutral
Andy Samberg_89.jpg,Andy Samberg,happy
Hrithik Roshan_17.jpg,Hrithik Roshan,neutral
Vijay Deverakonda_56.jpg,Vijay Deverakonda,happy
Tom Cruise_53.jpg,Tom Cruise,happy
Alia Bhatt_40.jpg,Alia Bhatt,fear
Anushka Sharma_44.jpg,Anushka Sharma,happy
Claire Holt_37.jpg,Claire Holt,neutral
Marmik_21.jpg,Marmik,sad
Charlize Theron_60.jpg,Charlize Theron,happy
Courtney Cox_33.jpg,Courtney Cox,happy
Alia Bhatt_47.jpg,Alia Bhatt,happy
Zac Efron_41.jpg,Zac Efron,happy
Robert Downey Jr_110.jpg,Robert Downey Jr,happy
Lisa Kudrow_47.jpg,Lisa Kudrow,sad
Margot Robbie_59.jpg,Margot Robbie,happy
Dwayne Johnson_51.jpg,Dwayne Johnson,happy
Claire Holt_11.jpg,Claire Holt,happy
Vijay Deverakonda_85.jpg,Vijay Deverakonda,angry
Billie Eilish_4.jpg,Billie Eilish,neutral
Priyanka Chopra_84.jpg,Priyanka Chopra,happy
Priyanka Chopra_96.jpg,Priyanka Chopra,neutral
Vijay Deverakonda_103.jpg,Vijay Deverakonda,happy
Robert Downey Jr_39.jpg,Robert Downey Jr,happy
Lisa Kudrow_54.jpg,Lisa Kudrow,happy
Jessica Alba_16.jpg,Jessica Alba,happy
Charlize Theron_12.jpg,Charlize Theron,fear
Alexandra Daddario_70.jpg,Alexandra Daddario,happy
Jessica Alba_85.jpg,Jessica Alba,happy
Amitabh Bachchan_63.jpg,Amitabh Bachchan,neutral
Roger Federer_72.jpg,Roger Federer,sad
Zac Efron_32.jpg,Zac Efron,neutral
Natalie Portman_73.jpg,Natalie Portman,neutral
Vijay Deverakonda_72.jpg,Vijay Deverakonda,angry
Camila Cabello_50.jpg,Camila Cabello,happy
Roger Federer_28.jpg,Roger Federer,happy
Ellen Degeneres_37.jpg,Ellen Degeneres,happy
Andy Samberg_73.jpg,Andy Samberg,neutral
Hrithik Roshan_92.jpg,Hrithik Roshan,fear
Brad Pitt_10.jpg,Brad Pitt,neutral
Hrithik Roshan_13.jpg,Hrithik Roshan,angry
Priyanka Chopra_60.jpg,Priyanka Chopra,angry
Virat Kohli_10.jpg,Virat Kohli,happy
Jessica Alba_57.jpg,Jessica Alba,neutral
Alia Bhatt_64.jpg,Alia Bhatt,happy
Margot Robbie_3.jpg,Margot Robbie,neutral
Alexandra Daddario_72.jpg,Alexandra Daddario,happy
Amitabh Bachchan_65.jpg,Amitabh Bachchan,fear
Brad Pitt_118.jpg,Brad Pitt,happy
Zac Efron_16.jpg,Zac Efron,happy
Virat Kohli_16.jpg,Virat Kohli,happy
Hugh Jackman_51.jpg,Hugh Jackman,fear
Amitabh Bachchan_58.jpg,Amitabh Bachchan,happy
Dwayne Johnson_39.jpg,Dwayne Johnson,happy
Claire Holt_94.jpg,Claire Holt,happy
Andy Samberg_68.jpg,Andy Samberg,neutral
Hugh Jackman_72.jpg,Hugh Jackman,happy
Courtney Cox_44.jpg,Courtney Cox,happy
Natalie Portman_48.jpg,Natalie Portman,happy
Brad Pitt_6.jpg,Brad Pitt,angry
Jessica Alba_75.jpg,Jessica Alba,happy
Claire Holt_46.jpg,Claire Holt,fear
Amitabh Bachchan_68.jpg,Amitabh Bachchan,angry
Courtney Cox_14.jpg,Courtney Cox,happy
Claire Holt_41.jpg,Claire Holt,neutral
Elizabeth Olsen_2.jpg,Elizabeth Olsen,happy
Henry Cavill_61.jpg,Henry Cavill,happy
Anushka Sharma_41.jpg,Anushka Sharma,happy
Natalie Portman_46.jpg,Natalie Portman,happy
Henry Cavill_94.jpg,Henry Cavill,neutral
Kashyap_26.jpg,Kashyap,neutral
Roger Federer_13.jpg,Roger Federer,neutral
Alexandra Daddario_22.jpg,Alexandra Daddario,neutral
Natalie Portman_12.jpg,Natalie Portman,happy
Jessica Alba_22.jpg,Jessica Alba,happy
Robert Downey Jr_25.jpg,Robert Downey Jr,happy
Charlize Theron_47.jpg,Charlize Theron,happy
Amitabh Bachchan_17.jpg,Amitabh Bachchan,neutral
Lisa Kudrow_55.jpg,Lisa Kudrow,happy
Vijay Deverakonda_86.jpg,Vijay Deverakonda,neutral
Roger Federer_60.jpg,Roger Federer,happy
Elizabeth Olsen_13.jpg,Elizabeth Olsen,fear
Hrithik Roshan_60.jpg,Hrithik Roshan,angry
Charlize Theron_52.jpg,Charlize Theron,happy
Dwayne Johnson_47.jpg,Dwayne Johnson,happy
Hugh Jackman_2.jpg,Hugh Jackman,angry
Andy Samberg_80.jpg,Andy Samberg,happy
Claire Holt_10.jpg,Claire Holt,sad
Lisa Kudrow_40.jpg,Lisa Kudrow,happy
Henry Cavill_76.jpg,Henry Cavill,happy
Andy Samberg_10.jpg,Andy Samberg,happy
Brad Pitt_31.jpg,Brad Pitt,happy
Jessica Alba_104.jpg,Jessica Alba,neutral
Alexandra Daddario_53.jpg,Alexandra Daddario,happy
Claire Holt_75.jpg,Claire Holt,neutral
Courtney Cox_15.jpg,Courtney Cox,happy
Henry Cavill_74.jpg,Henry Cavill,happy
Billie Eilish_76.jpg,Billie Eilish,neutral
Henry Cavill_73.jpg,Henry Cavill,happy
Charlize Theron_15.jpg,Charlize Theron,sad
Henry Cavill_47.jpg,Henry Cavill,sad
Brad Pitt_66.jpg,Brad Pitt,neutral
Zac Efron_44.jpg,Zac Efron,happy
Alia Bhatt_48.jpg,Alia Bhatt,happy
Jessica Alba_97.jpg,Jessica Alba,neutral
Dwayne Johnson_29.jpg,Dwayne Johnson,happy
Robert Downey Jr_8.jpg,Robert Downey Jr,happy
Dwayne Johnson_11.jpg,Dwayne Johnson,happy
Natalie Portman_17.jpg,Natalie Portman,neutral
Claire Holt_55.jpg,Claire Holt,happy
Billie Eilish_6.jpg,Billie Eilish,neutral
Zac Efron_74.jpg,Zac Efron,happy
Ellen Degeneres_53.jpg,Ellen Degeneres,happy
Vijay Deverakonda_64.jpg,Vijay Deverakonda,happy
Robert Downey Jr_68.jpg,Robert Downey Jr,happy
Brad Pitt_4.jpg,Brad Pitt,angry
Elizabeth Olsen_33.jpg,Elizabeth Olsen,happy
Claire Holt_71.jpg,Claire Holt,happy
Alia Bhatt_17.jpg,Alia Bhatt,neutral
Robert Downey Jr_81.jpg,Robert Downey Jr,neutral
Courtney Cox_19.jpg,Courtney Cox,neutral
Priyanka Chopra_56.jpg,Priyanka Chopra,happy
Priyanka Chopra_20.jpg,Priyanka Chopra,neutral
Courtney Cox_37.jpg,Courtney Cox,happy
Vijay Deverakonda_19.jpg,Vijay Deverakonda,angry
Akshay Kumar_3.jpg,Akshay Kumar,happy
Alia Bhatt_23.jpg,Alia Bhatt,happy
Jessica Alba_44.jpg,Jessica Alba,neutral
Andy Samberg_41.jpg,Andy Samberg,happy
Dwayne Johnson_49.jpg,Dwayne Johnson,fear
Virat Kohli_31.jpg,Virat Kohli,happy
Natalie Portman_85.jpg,Natalie Portman,sad
Anushka Sharma_60.jpg,Anushka Sharma,happy
Zac Efron_45.jpg,Zac Efron,happy
Hugh Jackman_73.jpg,Hugh Jackman,happy
Virat Kohli_21.jpg,Virat Kohli,happy
Brad Pitt_71.jpg,Brad Pitt,neutral
Henry Cavill_81.jpg,Henry Cavill,happy
Andy Samberg_23.jpg,Andy Samberg,happy
Andy Samberg_6.jpg,Andy Samberg,happy
Billie Eilish_93.jpg,Billie Eilish,neutral
Hrithik Roshan_94.jpg,Hrithik Roshan,neutral
Hugh Jackman_40.jpg,Hugh Jackman,neutral
Ellen Degeneres_45.jpg,Ellen Degeneres,happy
Andy Samberg_19.jpg,Andy Samberg,happy
Amitabh Bachchan_69.jpg,Amitabh Bachchan,happy
Camila Cabello_28.jpg,Camila Cabello,sad
Claire Holt_76.jpg,Claire Holt,happy
Brad Pitt_60.jpg,Brad Pitt,happy
Robert Downey Jr_28.jpg,Robert Downey Jr,disgust
Natalie Portman_5.jpg,Natalie Portman,neutral
Robert Downey Jr_6.jpg,Robert Downey Jr,neutral
Lisa Kudrow_63.jpg,Lisa Kudrow,happy
Hugh Jackman_26.jpg,Hugh Jackman,happy
Lisa Kudrow_69.jpg,Lisa Kudrow,happy
Vijay Deverakonda_22.jpg,Vijay Deverakonda,neutral
Kashyap_29.jpg,Kashyap,happy
Hugh Jackman_90.jpg,Hugh Jackman,happy
Natalie Portman_13.jpg,Natalie Portman,happy
Claire Holt_86.jpg,Claire Holt,sad
Jessica Alba_5.jpg,Jessica Alba,happy
Ellen Degeneres_7.jpg,Ellen Degeneres,happy
Akshay Kumar_20.jpg,Akshay Kumar,fear
Dwayne Johnson_25.jpg,Dwayne Johnson,happy
Vijay Deverakonda_9.jpg,Vijay Deverakonda,angry
Billie Eilish_62.jpg,Billie Eilish,happy
Anushka Sharma_29.jpg,Anushka Sharma,neutral
Margot Robbie_46.jpg,Margot Robbie,happy
Andy Samberg_25.jpg,Andy Samberg,happy
Priyanka Chopra_14.jpg,Priyanka Chopra,neutral
Kashyap_24.jpg,Kashyap,neutral
Charlize Theron_53.jpg,Charlize Theron,happy
Courtney Cox_22.jpg,Courtney Cox,happy
Ellen Degeneres_26.jpg,Ellen Degeneres,happy
Andy Samberg_88.jpg,Andy Samberg,happy
Vijay Deverakonda_2.jpg,Vijay Deverakonda,happy
Tom Cruise_10.jpg,Tom Cruise,happy
Charlize Theron_54.jpg,Charlize Theron,happy
Ellen Degeneres_39.jpg,Ellen Degeneres,happy
Margot Robbie_6.jpg,Margot Robbie,happy
Elizabeth Olsen_30.jpg,Elizabeth Olsen,happy
Amitabh Bachchan_47.jpg,Amitabh Bachchan,happy
Dwayne Johnson_0.jpg,Dwayne Johnson,happy
Roger Federer_48.jpg,Roger Federer,happy
Vijay Deverakonda_7.jpg,Vijay Deverakonda,happy
Anushka Sharma_34.jpg,Anushka Sharma,happy
Amitabh Bachchan_1.jpg,Amitabh Bachchan,neutral
Andy Samberg_66.jpg,Andy Samberg,happy
Henry Cavill_15.jpg,Henry Cavill,angry
Courtney Cox_11.jpg,Courtney Cox,happy
Akshay Kumar_16.jpg,Akshay Kumar,happy
Priyanka Chopra_28.jpg,Priyanka Chopra,happy
Andy Samberg_28.jpg,Andy Samberg,happy
Andy Samberg_17.jpg,Andy Samberg,happy
Anushka Sharma_45.jpg,Anushka Sharma,happy
Alexandra Daddario_59.jpg,Alexandra Daddario,happy
Jessica Alba_25.jpg,Jessica Alba,happy
Alexandra Daddario_73.jpg,Alexandra Daddario,neutral
Vijay Deverakonda_36.jpg,Vijay Deverakonda,happy
Robert Downey Jr_93.jpg,Robert Downey Jr,neutral
Claire Holt_35.jpg,Claire Holt,neutral
Hrithik Roshan_61.jpg,Hrithik Roshan,fear
Virat Kohli_46.jpg,Virat Kohli,happy
Henry Cavill_69.jpg,Henry Cavill,happy
Alexandra Daddario_68.jpg,Alexandra Daddario,neutral
Dwayne Johnson_3.jpg,Dwayne Johnson,happy
Camila Cabello_73.jpg,Camila Cabello,sad
Claire Holt_30.jpg,Claire Holt,fear
Jessica Alba_9.jpg,Jessica Alba,fear
Vijay Deverakonda_73.jpg,Vijay Deverakonda,happy
Hugh Jackman_42.jpg,Hugh Jackman,happy
Henry Cavill_84.jpg,Henry Cavill,angry
Brad Pitt_99.jpg,Brad Pitt,neutral
Vijay Deverakonda_48.jpg,Vijay Deverakonda,happy
Virat Kohli_2.jpg,Virat Kohli,neutral
Virat Kohli_18.jpg,Virat Kohli,happy
Andy Samberg_21.jpg,Andy Samberg,neutral
Brad Pitt_25.jpg,Brad Pitt,happy
Billie Eilish_15.jpg,Billie Eilish,angry
Dwayne Johnson_33.jpg,Dwayne Johnson,sad
Akshay Kumar_5.jpg,Akshay Kumar,angry
Margot Robbie_20.jpg,Margot Robbie,happy
Courtney Cox_7.jpg,Courtney Cox,happy
Billie Eilish_97.jpg,Billie Eilish,sad
Alexandra Daddario_42.jpg,Alexandra Daddario,happy
Camila Cabello_24.jpg,Camila Cabello,neutral
Robert Downey Jr_41.jpg,Robert Downey Jr,neutral
Kashyap_9.jpg,Kashyap,sad
Zac Efron_10.jpg,Zac Efron,happy
Lisa Kudrow_26.jpg,Lisa Kudrow,happy
Henry Cavill_1.jpg,Henry Cavill,happy
Charlize Theron_45.jpg,Charlize Theron,happy
Robert Downey Jr_49.jpg,Robert Downey Jr,happy
Andy Samberg_13.jpg,Andy Samberg,neutral
Jessica Alba_62.jpg,Jessica Alba,angry
Billie Eilish_89.jpg,Billie Eilish,neutral
Natalie Portman_25.jpg,Natalie Portman,happy
Tom Cruise_30.jpg,Tom Cruise,happy
Billie Eilish_44.jpg,Billie Eilish,neutral
Andy Samberg_72.jpg,Andy Samberg,happy
Vijay Deverakonda_106.jpg,Vijay Deverakonda,angry
Kashyap_15.jpg,Kashyap,neutral
Amitabh Bachchan_56.jpg,Amitabh Bachchan,neutral
Charlize Theron_34.jpg,Charlize Theron,neutral
Alexandra Daddario_28.jpg,Alexandra Daddario,neutral
Henry Cavill_79.jpg,Henry Cavill,neutral
Natalie Portman_52.jpg,Natalie Portman,sad
Alexandra Daddario_20.jpg,Alexandra Daddario,happy
Anushka Sharma_15.jpg,Anushka Sharma,neutral
Hrithik Roshan_95.jpg,Hrithik Roshan,neutral
Andy Samberg_52.jpg,Andy Samberg,happy
Vijay Deverakonda_12.jpg,Vijay Deverakonda,happy
Hugh Jackman_17.jpg,Hugh Jackman,happy
Billie Eilish_5.jpg,Billie Eilish,sad
Margot Robbie_15.jpg,Margot Robbie,happy
Hugh Jackman_99.jpg,Hugh Jackman,neutral
Camila Cabello_12.jpg,Camila Cabello,happy
Elizabeth Olsen_16.jpg,Elizabeth Olsen,happy
Roger Federer_65.jpg,Roger Federer,angry
Robert Downey Jr_86.jpg,Robert Downey Jr,angry
Jessica Alba_61.jpg,Jessica Alba,happy
Amitabh Bachchan_55.jpg,Amitabh Bachchan,angry
Zac Efron_60.jpg,Zac Efron,happy
Alia Bhatt_66.jpg,Alia Bhatt,neutral
Camila Cabello_63.jpg,Camila Cabello,neutral
Alia Bhatt_18.jpg,Alia Bhatt,sad
Claire Holt_91.jpg,Claire Holt,happy
Brad Pitt_101.jpg,Brad Pitt,sad
Priyanka Chopra_37.jpg,Priyanka Chopra,neutral
Andy Samberg_83.jpg,Andy Samberg,happy
Hugh Jackman_52.jpg,Hugh Jackman,happy
Billie Eilish_81.jpg,Billie Eilish,happy
Lisa Kudrow_50.jpg,Lisa Kudrow,happy
Robert Downey Jr_78.jpg,Robert Downey Jr,neutral
Vijay Deverakonda_23.jpg,Vijay Deverakonda,angry
Alia Bhatt_6.jpg,Alia Bhatt,happy
Brad Pitt_105.jpg,Brad Pitt,neutral
Camila Cabello_2.jpg,Camila Cabello,angry
Natalie Portman_96.jpg,Natalie Portman,neutral
Brad Pitt_24.jpg,Brad Pitt,happy
Billie Eilish_67.jpg,Billie Eilish,neutral
Andy Samberg_20.jpg,Andy Samberg,happy
Brad Pitt_37.jpg,Brad Pitt,happy
Roger Federer_43.jpg,Roger Federer,neutral
Hugh Jackman_22.jpg,Hugh Jackman,neutral
Alexandra Daddario_17.jpg,Alexandra Daddario,happy
Brad Pitt_18.jpg,Brad Pitt,happy
Elizabeth Olsen_57.jpg,Elizabeth Olsen,neutral
Alia Bhatt_68.jpg,Alia Bhatt,neutral
Billie Eilish_41.jpg,Billie Eilish,happy
Virat Kohli_43.jpg,Virat Kohli,happy
Charlize Theron_31.jpg,Charlize Theron,happy
Virat Kohli_37.jpg,Virat Kohli,angry
Zac Efron_24.jpg,Zac Efron,happy
Charlize Theron_38.jpg,Charlize Theron,happy
Charlize Theron_73.jpg,Charlize Theron,happy
Alia Bhatt_27.jpg,Alia Bhatt,neutral
Roger Federer_19.jpg,Roger Federer,angry
Billie Eilish_73.jpg,Billie Eilish,neutral
Claire Holt_57.jpg,Claire Holt,neutral
Priyanka Chopra_45.jpg,Priyanka Chopra,fear
Amitabh Bachchan_40.jpg,Amitabh Bachchan,neutral
Billie Eilish_55.jpg,Billie Eilish,sad
Andy Samberg_91.jpg,Andy Samberg,happy
Roger Federer_11.jpg,Roger Federer,angry
Tom Cruise_41.jpg,Tom Cruise,happy
Roger Federer_52.jpg,Roger Federer,neutral
Elizabeth Olsen_21.jpg,Elizabeth Olsen,happy
Priyanka Chopra_31.jpg,Priyanka Chopra,happy
Tom Cruise_20.jpg,Tom Cruise,neutral
Akshay Kumar_27.jpg,Akshay Kumar,happy
Hugh Jackman_41.jpg,Hugh Jackman,sad
Anushka Sharma_56.jpg,Anushka Sharma,happy
Priyanka Chopra_40.jpg,Priyanka Chopra,neutral
Andy Samberg_87.jpg,Andy Samberg,happy
Lisa Kudrow_4.jpg,Lisa Kudrow,happy
Henry Cavill_98.jpg,Henry Cavill,sad
Billie Eilish_84.jpg,Billie Eilish,sad
Dwayne Johnson_60.jpg,Dwayne Johnson,happy
Hugh Jackman_68.jpg,Hugh Jackman,neutral
Alexandra Daddario_39.jpg,Alexandra Daddario,happy
Courtney Cox_6.jpg,Courtney Cox,happy
Henry Cavill_4.jpg,Henry Cavill,happy
Hrithik Roshan_51.jpg,Hrithik Roshan,neutral
Claire Holt_5.jpg,Claire Holt,happy
Hrithik Roshan_34.jpg,Hrithik Roshan,sad
Margot Robbie_66.jpg,Margot Robbie,happy
Marmik_24.jpg,Marmik,neutral
Claire Holt_52.jpg,Claire Holt,happy
Amitabh Bachchan_53.jpg,Amitabh Bachchan,happy
Hrithik Roshan_68.jpg,Hrithik Roshan,neutral
Hugh Jackman_1.jpg,Hugh Jackman,neutral
Robert Downey Jr_47.jpg,Robert Downey Jr,neutral
Vijay Deverakonda_110.jpg,Vijay Deverakonda,happy
Robert Downey Jr_112.jpg,Robert Downey Jr,angry
Ellen Degeneres_44.jpg,Ellen Degeneres,happy
Elizabeth Olsen_47.jpg,Elizabeth Olsen,neutral
Anushka Sharma_47.jpg,Anushka Sharma,happy
Henry Cavill_18.jpg,Henry Cavill,happy
Tom Cruise_1.jpg,Tom Cruise,happy
Tom Cruise_2.jpg,Tom Cruise,happy
Billie Eilish_11.jpg,Billie Eilish,neutral
Hrithik Roshan_56.jpg,Hrithik Roshan,neutral
Claire Holt_9.jpg,Claire Holt,neutral
Alexandra Daddario_34.jpg,Alexandra Daddario,happy
Zac Efron_26.jpg,Zac Efron,neutral
Henry Cavill_50.jpg,Henry Cavill,neutral
Akshay Kumar_38.jpg,Akshay Kumar,happy
Claire Holt_70.jpg,Claire Holt,neutral
Vijay Deverakonda_11.jpg,Vijay Deverakonda,neutral
Dwayne Johnson_4.jpg,Dwayne Johnson,happy
Vijay Deverakonda_25.jpg,Vijay Deverakonda,happy
Andy Samberg_86.jpg,Andy Samberg,angry
Jessica Alba_107.jpg,Jessica Alba,happy
Amitabh Bachchan_13.jpg,Amitabh Bachchan,fear
Hugh Jackman_76.jpg,Hugh Jackman,happy
Henry Cavill_32.jpg,Henry Cavill,happy
Camila Cabello_47.jpg,Camila Cabello,happy
Margot Robbie_67.jpg,Margot Robbie,neutral
Camila Cabello_20.jpg,Camila Cabello,fear
Roger Federer_22.jpg,Roger Federer,happy
Jessica Alba_47.jpg,Jessica Alba,happy
Andy Samberg_18.jpg,Andy Samberg,happy
Alia Bhatt_7.jpg,Alia Bhatt,happy
Roger Federer_42.jpg,Roger Federer,happy
Robert Downey Jr_94.jpg,Robert Downey Jr,happy
Zac Efron_70.jpg,Zac Efron,happy
Zac Efron_47.jpg,Zac Efron,happy
Priyanka Chopra_74.jpg,Priyanka Chopra,happy
Henry Cavill_44.jpg,Henry Cavill,neutral
Robert Downey Jr_15.jpg,Robert Downey Jr,neutral
Jessica Alba_50.jpg,Jessica Alba,happy
Ellen Degeneres_9.jpg,Ellen Degeneres,happy
Priyanka Chopra_50.jpg,Priyanka Chopra,sad
Alia Bhatt_53.jpg,Alia Bhatt,happy
Henry Cavill_5.jpg,Henry Cavill,happy
Elizabeth Olsen_61.jpg,Elizabeth Olsen,happy
Zac Efron_51.jpg,Zac Efron,happy
Billie Eilish_34.jpg,Billie Eilish,neutral
Virat Kohli_28.jpg,Virat Kohli,neutral
Claire Holt_79.jpg,Claire Holt,happy
Hugh Jackman_93.jpg,Hugh Jackman,fear
Amitabh Bachchan_6.jpg,Amitabh Bachchan,neutral
Courtney Cox_58.jpg,Courtney Cox,happy
Marmik_31.jpg,Marmik,sad
Amitabh Bachchan_0.jpg,Amitabh Bachchan,sad
Ellen Degeneres_51.jpg,Ellen Degeneres,happy
Brad Pitt_114.jpg,Brad Pitt,happy
Anushka Sharma_30.jpg,Anushka Sharma,neutral
Hrithik Roshan_55.jpg,Hrithik Roshan,angry
Courtney Cox_62.jpg,Courtney Cox,happy
Dwayne Johnson_58.jpg,Dwayne Johnson,happy
Lisa Kudrow_38.jpg,Lisa Kudrow,happy
Brad Pitt_2.jpg,Brad Pitt,happy
Robert Downey Jr_109.jpg,Robert Downey Jr,neutral
Zac Efron_85.jpg,Zac Efron,happy
Hugh Jackman_50.jpg,Hugh Jackman,happy
Camila Cabello_1.jpg,Camila Cabello,neutral
Robert Downey Jr_29.jpg,Robert Downey Jr,neutral
Claire Holt_24.jpg,Claire Holt,neutral
Anushka Sharma_63.jpg,Anushka Sharma,happy
Lisa Kudrow_65.jpg,Lisa Kudrow,happy
Henry Cavill_0.jpg,Henry Cavill,fear
Margot Robbie_64.jpg,Margot Robbie,happy
Tom Cruise_39.jpg,Tom Cruise,happy
Amitabh Bachchan_9.jpg,Amitabh Bachchan,neutral
Brad Pitt_22.jpg,Brad Pitt,happy
Hugh Jackman_38.jpg,Hugh Jackman,fear
Marmik_8.jpg,Marmik,sad
Dwayne Johnson_45.jpg,Dwayne Johnson,happy
Margot Robbie_57.jpg,Margot Robbie,neutral
